0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	7	9	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	2	1	8	20	23	40	22	21	14	9	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	3	26	62	132	212	220	153	71	20	7	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	3	24	98	311	836	1455	1442	901	325	113	21	3	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	3	19	56	332	1447	4854	9893	9961	4843	1488	327	60	11	1	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	2	2	25	134	880	4933	23068	68606	68989	23697	4931	831	152	24	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	1	2	32	231	1469	9762	68697	423473	423064	68756	9797	1445	218	35	2	2	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	6	27	216	1513	9924	68195	422672	425095	68162	9941	1425	224	31	11	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	3	23	156	897	4957	23434	69387	69006	23531	4888	904	147	26	7	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3	13	58	343	1472	4953	10003	10007	4876	1462	296	59	12	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10	29	104	331	878	1452	1426	842	320	95	21	6	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12	16	78	158	217	211	157	60	25	7	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	5	11	17	36	40	19	13	4	1	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	3	5	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0








